timestamp, cpu_user, cpu_system, rss, heapTotal, heapUsed, external
1737464555769, 4350011, 372149, 265584640, 193523712, 167175576, 5343014
1737464556270, 4579784, 372633, 232271872, 159444992, 149613928, 3053947
1737464556771, 4807037, 392247, 229933056, 155250688, 148174872, 3053947
1737464557271, 5067277, 404901, 229568512, 154464256, 146167552, 3035762
1737464557772, 5091006, 405513, 230055936, 155512832, 146961904, 3080324
1737464558273, 5126584, 409805, 230862848, 157609984, 147782656, 3116694
1737464558773, 5172322, 425342, 231665664, 157609984, 148036952, 3153064
1737464559274, 5227990, 456698, 232206336, 157609984, 148023104, 3197626
1737464559774, 5267961, 464702, 232722432, 157609984, 148048488, 3233996
1737464560274, 5337400, 477198, 232722432, 157609984, 148056840, 3278558
1737464560775, 5411261, 489380, 232722432, 157609984, 149570464, 3314928
1737464561275, 5470339, 505324, 232722432, 157609984, 149600712, 3351298
1737464561776, 5504834, 529233, 232968192, 162066432, 149902088, 3395860
1737464562276, 5555809, 549167, 234024960, 162066432, 151363952, 3432230
1737464562776, 5611629, 565979, 234565632, 162066432, 150122496, 3183686
1737464563277, 5642978, 590404, 235364352, 162066432, 151573880, 3220056
1737464563778, 5704983, 599043, 236175360, 162852864, 150343472, 3256498
1737464564278, 5776065, 613706, 236437504, 162852864, 151998816, 3301132
1737464564778, 5826193, 645572, 236974080, 163115008, 150373976, 3337574
1737464565279, 5870469, 665640, 236974080, 163115008, 151740480, 3382208
1737464565779, 5907334, 697337, 237228032, 163901440, 150804856, 3418650
1737464566280, 5943497, 705840, 237228032, 163901440, 152194920, 3455092
1737464566780, 5979603, 737430, 237228032, 163901440, 153561944, 3499726
